time,variable,value
1725897074.999316163,total_needed,69.0
1725897074.999316163,error,4529.0
1725897074.999316163,control_signal,4437.0
1725897077.92670604,total_needed,52.0
1725897077.92670604,error,3934.0
1725897077.92670604,control_signal,3339.0
1725897079.177407550,total_needed,52.0
1725897079.177407550,error,3641.0
1725897079.177407550,control_signal,3348.0
1725897081.245257494,total_needed,56.0
1725897081.245257494,error,3626.0
1725897081.245257494,control_signal,3611.0
1725897083.309639199,total_needed,45.0
1725897083.309639199,error,3278.0
1725897083.309639199,control_signal,2930.0
1725897085.390572205,total_needed,36.0
1725897085.390572205,error,2810.0
1725897085.390572205,control_signal,2342.0
1725897087.469221920,total_needed,25.0
1725897087.469221920,error,2219.0
1725897087.469221920,control_signal,1628.0
1725897089.545328825,total_needed,19.0
1725897089.545328825,error,1730.0
1725897089.545328825,control_signal,1241.0
1725897091.628146124,total_needed,18.0
1725897091.628146124,error,1470.0
1725897091.628146124,control_signal,1210.0
1725897093.703450171,total_needed,20.0
1725897093.703450171,error,1390.0
1725897093.703450171,control_signal,1310.0
1725897095.769144654,total_needed,18.0
1725897095.769144654,error,1283.0
1725897095.769144654,control_signal,1176.0
1725897097.869283621,total_needed,18.0
1725897097.869283621,error,1229.0
1725897097.869283621,control_signal,1175.0
1725897099.959580246,total_needed,16.0
1725897099.959580246,error,1153.0
1725897099.959580246,control_signal,1077.0
1725897102.44185190,total_needed,14.0
1725897102.44185190,error,1036.0
1725897102.44185190,control_signal,919.0
1725897104.145771595,total_needed,13.0
1725897104.145771595,error,950.0
1725897104.145771595,control_signal,864.0
1725897106.260943718,total_needed,11.0
1725897106.260943718,error,858.0
1725897106.260943718,control_signal,766.0
1725897108.349228839,total_needed,10.0
1725897108.349228839,error,776.0
1725897108.349228839,control_signal,694.0
1725897110.435237193,total_needed,9.0
1725897110.435237193,error,699.0
1725897110.435237193,control_signal,622.0
1725897112.512319529,total_needed,8.0
1725897112.512319529,error,616.0
1725897112.512319529,control_signal,533.0
1725897114.604979407,total_needed,5.0
1725897114.604979407,error,480.0
1725897114.604979407,control_signal,344.0
1725897116.699991167,total_needed,2.0
1725897116.699991167,error,321.0
1725897116.699991167,control_signal,162.0
1725897118.792440153,total_needed,-1.0
1725897118.792440153,error,160.0
1725897118.792440153,control_signal,-1.0
1725897120.881091282,total_needed,-3.0
1725897120.881091282,error,8.0
1725897120.881091282,control_signal,-144.0
1725897122.982597861,total_needed,-1.0
1725897122.982597861,error,0.0
1725897122.982597861,control_signal,-8.0
1725897125.68202378,total_needed,0.0
1725897125.68202378,error,0.0
1725897125.68202378,control_signal,0.0
1725897127.149251265,total_needed,0.0
1725897127.149251265,error,0.0
1725897127.149251265,control_signal,0.0
