time,variable,value
1725897205.235491022,error,20.0
1725897205.235491022,control_signal,20.0
1725897207.315244725,total_needed,0.0
1725897207.315244725,error,20.0
1725897207.315244725,control_signal,20.0
1725897209.400462416,total_needed,0.0
1725897209.400462416,error,20.0
1725897209.400462416,control_signal,20.0
1725897211.475973932,total_needed,0.0
1725897211.475973932,error,20.0
1725897211.475973932,control_signal,20.0
1725897213.565289902,total_needed,12.0
1725897213.565289902,error,558.0
1725897213.565289902,control_signal,827.0
1725897215.649214752,total_needed,9.0
1725897215.649214752,error,573.0
1725897215.649214752,control_signal,580.5
1725897217.744755203,total_needed,48.0
1725897217.744755203,error,2244.0
1725897217.744755203,control_signal,3079.5
1725897219.813151973,total_needed,55.0
1725897219.813151973,error,3100.0
1725897219.813151973,control_signal,3528.0
1725897221.897085757,total_needed,70.0
1725897221.897085757,error,4030.0
1725897221.897085757,control_signal,4495.0
1725897223.992002060,total_needed,69.0
1725897223.992002060,error,4327.0
1725897223.992002060,control_signal,4475.5
1725897226.93141734,total_needed,51.0
1725897226.93141734,error,3636.0
1725897226.93141734,control_signal,3290.5
1725897228.196247962,total_needed,59.0
1725897228.196247962,error,3746.0
1725897228.196247962,control_signal,3801.0
1725897230.301313188,total_needed,60.0
1725897230.301313188,error,3809.0
1725897230.301313188,control_signal,3840.5
1725897232.395794866,total_needed,57.0
1725897232.395794866,error,3716.0
1725897232.395794866,control_signal,3669.5
1725897234.468979795,total_needed,48.0
1725897234.468979795,error,3314.0
1725897234.468979795,control_signal,3113.0
1725897236.544402352,total_needed,42.0
1725897236.544402352,error,2936.0
1725897236.544402352,control_signal,2747.0
1725897238.621085430,total_needed,42.0
1725897238.621085430,error,2779.0
1725897238.621085430,control_signal,2700.5
1725897240.690277097,total_needed,45.0
1725897240.690277097,error,2862.0
1725897240.690277097,control_signal,2903.5
1725897242.771876390,total_needed,34.0
1725897242.771876390,error,2446.0
1725897242.771876390,control_signal,2238.0
1725897244.837322769,total_needed,29.0
1725897244.837322769,error,2061.0
1725897244.837322769,control_signal,1868.5
1725897246.944866759,total_needed,16.0
1725897246.944866759,error,1411.0
1725897246.944866759,control_signal,1086.0
1725897249.26211616,total_needed,14.0
1725897249.26211616,error,1080.0
1725897249.26211616,control_signal,914.5
1725897251.88851139,total_needed,11.0
1725897251.88851139,error,830.0
1725897251.88851139,control_signal,705.0
1725897253.178885956,total_needed,7.0
1725897253.178885956,error,612.0
1725897253.178885956,control_signal,503.0
1725897255.281074722,total_needed,1.0
1725897255.281074722,error,278.0
1725897255.281074722,control_signal,111.0
1725897257.380937016,total_needed,-3.0
1725897257.380937016,error,0.0
1725897257.380937016,control_signal,-139.0
1725897259.472306416,total_needed,0.0
1725897259.472306416,error,0.0
1725897259.472306416,control_signal,0.0
1725897261.557327962,total_needed,0.0
1725897261.557327962,error,0.0
1725897261.557327962,control_signal,0.0
1725897263.644777650,total_needed,0.0
1725897263.644777650,error,0.0
1725897263.644777650,control_signal,0.0
1725897265.745990995,total_needed,0.0
1725897265.745990995,error,0.0
1725897265.745990995,control_signal,0.0
